date,Headlines,Description,source,country_pair
2019-07-26,"U.S.-China tensions weigh on Huawei's ties with partners FedEx, Flex","U.S. FedEx Corp on Friday again apologized and blamed Washington's ban on Huawei for being ""unclear"" as Beijing deepened an investigation into why the delivery firm was holding up packages meant for the telecoms equipment maker.",Reuters,CHN-USA
2019-07-26,"Australia to 'lift veil' on Facebook, Google algorithms to protect privacy","Australia said it would establish the world's first dedicated office to police Facebook Inc and Google as part of reforms designed to rein in the U.S. technology giants, potentially setting a precedent for global lawmakers.",Reuters,AUS-USA
2019-07-26,China's Wanda Sports raises $190.4 million in downsized IPO,"Wanda Sports Group , a sport events owner whose interests include the distribution of media rights in Asia for the FIFA World Cup, said on Friday it priced a smaller-than-expected U.S. initial public offering (IPO) below its targeted range to raise $190.4 million. The Beijing-based company, a unit of Chinese conglomerate Dalian Wanda Group, sold about 23.8 million American depositary shares (ADS) at $8 each, compared with a previously stated target",Reuters,CHN-USA
2019-07-26,Chevron 'hopeful' of U.S. approval to continue operating in Venezuela,"Chevron Corp , the last U.S. oil company operating in Venezuela, said on Thursday it hopes to be able to remain in the Latin American nation as the Trump administration mulls whether to renew its license, expiring on Saturday, to do business there.",Reuters,USA-VEN
2019-07-26,Trump warns Google after Treasury chief says no concerns on China,U.S. President Donald Trump on Friday kept up his pressure on global tech giant Google days after his Treasury secretary ruled out any national security concerns over the company's work in China.,Reuters,CHN-USA
2019-07-29,"Khazanah, Temasek to sell part of joint Singapore property for about $1.2 billion","A joint venture between Malaysia sovereign wealth fund Khazanah and Singapore state investor Temasek is selling the office and retail units of its DUO property development in Singapore, it said late on Monday.",Reuters,MYS-SGP
2019-07-29,Grab commits $2 billion to Indonesia with SoftBank's backing,"Southeast Asian ride-hailing firm Grab on Monday said it will invest $2 billion into Indonesia over five years using capital from Japan's SoftBank Group Corp, marking its biggest commitment in the region's most populous market.",Reuters,IDN-JPN
2019-07-29,Germany's Bayer dealt new legal blow as more Brazil farmers challenge soy patent,"Germany's Bayer AG , which completed the takeover of U.S.-based Monsanto last year, has been dealt a legal blow in Brazil as more farmers joined a lawsuit challenging the protection of a key soy seed patent.",Reuters,BRA-DEU
2019-07-29,Takeaway.com lands $10 billion Just Eat deal in food delivery race,Amsterdam-based Takeaway.com has agreed to buy Just Eat in an 8.2 billion pound ($10.1 billion) deal to create the world's largest online food delivery firm outside China in a race to rule the $100 billion market.,Reuters,CHN-NLD
2019-07-30,Trump warns China against delaying trade deal as talks resume,"U.S. President Donald Trump on Tuesday warned China against waiting out his first term to finalize any trade deal, saying if he wins re-election in the November 2020 U.S. presidential contest, the outcome will be worse for China.",Reuters,CHN-USA
2019-07-30,Oreo maker Mondelez raises sales forecast as emerging markets fuel growth,"Mondelez International Inc raised its 2019 sales forecast on Tuesday, benefiting from several years of tailoring its chocolates and cookies to cater to consumer tastes in emerging markets such as China and India.",Reuters,CHN-IND
2019-07-30,U.S. could decide on licenses for companies to sell to Huawei by next week - Ross,"The Trump administration could respond by next week to companies that have requested special licenses to sell to Chinese telecoms giant Huawei Technologies Co Ltd, U.S. Commerce Secretary Wilbur Ross said on Tuesday during a visit to Brazil.",Reuters,BRA-USA
2019-07-30,Tech pulls Wall Street lower on Trump trade warning,"Wall Street lost ground on Tuesday after a warning from President Donald Trump to China amid ongoing trade negotiations pressured technology shares, while investors looked to an expected Federal Reserve interest rate cut at the conclusion of its monetary policy meeting.",Reuters,CHN-USA
2019-07-30,Stocks slip on Trump's warning to China; sterling's slump carries on,"A gauge of global stock markets fell on Tuesday as the latest round of U.S.-China trade talks began with a threat from President Donald Trump, while concerns over a no-deal Brexit continued to drag the British currency lower.",Reuters,CHN-USA
2019-07-30,Bayer says 2019 profit goal becoming a stretch,"Germany's Bayer has warned that its 2019 earnings target has become harder to reach, becoming the latest agricultural supplies company to be affected by flooded U.S. farms and trade disputes.",Reuters,DEU-USA
2019-07-30,Trump says he will seek U.S. trade accord with Brazil,"President Donald Trump on Tuesday said he will pursue a U.S. trade agreement with Brazil, suggesting a friendly relationship with President Jair Bolsonaro could help lower trade barriers between the two biggest economies in the Americas.",Reuters,BRA-USA
2019-07-31,Puma braces for U.S.-China tariffs with extra inventory,"German sportswear group Puma is carrying up to 7% extra inventory as it prepares for the possible imposition of U.S. tariffs on goods produced in China, and expects to have to raise prices, Chief Executive Bjorn Gulden said on Wednesday.",Reuters,CHN-USA
2019-07-31,China accuses U.S. of flip-flopping in trade negotiations,"China's foreign ministry said on Wednesday that the United States was to blame for flip-flopping in bilateral trade negotiations over the past year, after comments from U.S. President Donald Trump warning Beijing against stalling talks.",Reuters,CHN-USA
2019-07-31,U.S. Midwest manufacturing in contraction amid trade tension,"Manufacturing industries in the U.S. Midwest tumbled into contraction territory in July as a deal on trade between China and the United States remained elusive, two private surveys showed on Wednesday.",Reuters,CHN-USA
2019-08-01,China to no longer prioritize controlling trade war scale: Global Times editor in chief,"A trade deal between the United States and China is now ""further away,"" the editor in chief of China's Global Times newspaper said early on Friday, after U.S. President Donald Trump moved to impose a 10% tariff on a remaining $300 billion list of Chinese imports starting Sept. 1.",Reuters,CHN-USA
2019-08-01,Pentagon puts $10 billion JEDI contract on hold after Trump suggests it favored Amazon,The Pentagon has decided to put on hold its decision to award a $10 billion cloud computing contract after President Donald Trump said his administration was examining Amazon.com Inc's bid following complaints from other tech companies.,Reuters,RUS-USA
2019-08-01,"Explainer: Trump's China tariffs - Paid by U.S. importers, not by China","With U.S. President Donald Trump's announcement on Thursday of tariffs on another $300 billion of Chinese imports, nearly all goods from China will be subject to import taxes, and Trump says they generate billions of dollars in revenues for the U.S. Treasury from China.",Reuters,CHN-USA
2019-08-01,"Factbox: From phone makers to farmers, the toll of Trump's trade wars","U.S. President Donald Trump on Thursday said he would impose a 10% tariff on the remaining $300 billion of Chinese imports as tensions with China spiked again, the latest salvo in a yearlong trade war between the world's two largest economies.",Reuters,CHN-USA
2019-08-01,BMW CEO says hopes Boris Johnson will listen to business as Brexit looms,BMW's Chief Executive Harald Krueger on Thursday said he hoped that British Prime Minister Boris Johnson would consider business interests as he prepares to negotiate Britain's exit from the European Union.,Reuters,CHN-GBR
2019-08-01,BMW says it can shift production to Europe from Oxford if Brexit results in no deal,BMW's Chief Executive on Thursday said the German carmaker can move more production of its Mini to a plant in the Netherlands if Britain fails to strike a trade deal with the European Union after its exit from the common market.,Reuters,CHN-NLD
2019-08-01,Trump says U.S. will be 'taxing' China until trade deal is reached,"President Donald Trump said on Thursday Chinese President Xi Jinping was not moving fast enough on reaching a trade agreement and that the United States would be ""taxing"" China until a deal is secured.",Reuters,CHN-USA
2019-08-01,Hugo Boss pares outlook due to tough U.S. market,"Hugo Boss expects full-year sales and earnings to come in at the lower end of its forecasts due to challenges in the U.S. market, despite strong sales growth in China, the German fashion house said on Thursday.",Reuters,CHN-USA
2019-08-01,U.S. manufacturing struggling as tariffs bite; job market healthy,"U.S. manufacturing activity slowed to a near three-year low in July and hiring at factories shifted into lower gear, suggesting a further loss of momentum in economic growth early in the third quarter as trade tensions between Washington and Beijing persist.",Reuters,CHN-USA
2019-08-02,Democratic senator warns of Trump involvement in Pentagon contract,U.S. Senator Mark Warner on Friday raised concerns over the Pentagon's decision to put on hold a $10 billion cloud computing contract after President Donald Trump said his administration was examining Amazon.com Inc's bid following complaints from other tech companies.,Reuters,RUS-USA
2019-08-02,China vows fight against Trump's latest tariffs as stocks sink,"China on Friday vowed to fight back against U.S. President Donald Trump's abrupt decision to slap 10% tariffs on the remaining $300 billion in Chinese imports, a move that ended a month-long trade truce.",Reuters,CHN-USA
2019-08-02,Trump instructed top aide to call China to warn more tariffs were coming: sources,"As a tense meeting with top advisers on China trade talks ended, President Donald Trump turned to trade adviser Robert Lighthizer and told him to call China to warn that new tariffs were coming, two people familiar with the matter said on Friday.",Reuters,CHN-USA
2019-08-02,Trump accuses China's Xi of failing to halt fentanyl exports to U.S.,"U.S. President Donald Trump on Thursday accused his Chinese counterpart of failing to meet promises to stem a deluge of the synthetic opioid fentanyl into the United States, after months of praising Chinese President Xi Jinping for his pledges.",Reuters,CHN-USA
2019-08-02,U.S. consumer sentiment unchanged in late July: UMich,"U.S. consumer sentiment held steady in late July from earlier in the month as optimism about personal finance offset uncertainties about the trade conflict between Washington and Beijing, a private survey released on Friday showed.",Reuters,CHN-USA
2019-08-02,Timeline: Key dates in the U.S.-China trade war,The U.S.-China trade war intensified on Aug. 1 with U.S. President Donald Trump vowing to levy 10% tariffs on a remaining $300 billion (£247 billion) list of consumer goods imports from China starting on Sept. 1.,Reuters,CHN-USA
2019-08-02,Honda first-quarter operating profit drops 16% on lower U.S. car sales,"Japan's Honda Motor Co reported a 16% drop in first-quarter operating profit on Friday, as a stronger yen weighed on overseas earnings and U.S. vehicle sales dropped.",Reuters,JPN-USA
2019-08-02,Exclusive: Foxconn eyes sale of $8.8 billion China plant amid trade war woes - sources,"Taiwan's Foxconn is exploring the sale of its new $8.8 billion display panel factory in China, people familiar with the matter told Reuters, as demand for the product wanes amid an intensifying U.S.-China trade war.",Reuters,CHN-TWN
2019-08-02,"U.S. economy is adding plenty of jobs, but not hours for workers","The U.S. economy is adding lots of jobs, but a drop in the number of hours at work points to a dimmer outlook for economic growth as businesses brace for an escalating trade war with China.",Reuters,CHN-USA
2019-08-02,U.S. hiring slows; shorter factory workweek a red flag,"U.S. job growth slowed in July and manufacturers slashed hours for workers, which together with an escalation in trade tensions between the United States and China could give the Federal Reserve ammunition to cut interest rates again next month.",Reuters,CHN-USA
2019-08-02,China's new U.N. envoy says Beijing ready to fight U.S. on trade,"China's new U.N. ambassador warned on Friday that if the United States wanted to fight China on trade ""then we will fight,"" and signaled that trade tensions could hurt cooperation between the countries on dealing with North Korea.",Reuters,CHN-PRK
2019-08-02,Trump says China has to do a lot to turn things around in trade talks,President Donald Trump said on Friday China has to do a lot in order to turn things around in trade negotiations with the United States and that he can increase tariffs on Chinese goods.,Reuters,CHN-USA
2019-08-02,"Stocks, yields tumble as trade frictions unnerve traders","A measure of stocks across the globe posted on Friday its largest weekly loss of the year while yields in U.S. and German debt were near or at multi-year lows, after China vowed to retaliate against a possible new round of U.S. tariffs.",Reuters,CHN-USA
2019-08-03,U.S. court rules against Maduro bid to oust opposition-backed Citgo board,"The board of Citgo Petroleum appointed by Venezuela's congress chief was properly seated, a U.S. court ruled, dealing a blow to contested Venezuelan President Nicolas Maduro's efforts to retake control of the Texas-based refiner.",Reuters,USA-VEN
2019-08-03,Trump defends stance on China trade after new tariffs,"U.S. President Donald Trump said on Saturday that things are going well with China, insisting U.S. consumers are not paying for import taxes he has imposed on goods from that country although economists say Americans are footing the bill.",Reuters,CHN-USA
2019-08-05,Wall St. sinks as yuan slide inflames U.S.-China trade dispute,Wall Street slumped on Monday and futures pointed to more losses to come after a fall in China's yuan currency and U.S. President Donald Trump's vow to impose additional tariffs on Chinese goods sparked an escalation of the U.S.-China trade war.,Reuters,CHN-USA
2019-08-05,"With China a 'manipulator,' heightened pressure on Fed to ease","Federal Reserve Chair Jerome Powell, who last week cut U.S. interest rates as an insurance policy against the effects of ""simmering"" trade tensions, may need to buy more coverage after the United States late on Monday designated China a currency manipulator.",Reuters,CHN-USA
2019-08-05,Two Democratic senators question Pentagon delay on cloud contract,"Two Democratic senators asked U.S. Defense Secretary Mark Esper on Monday if ""outside"" influence caused him to delay awarding a $10 billion cloud computing contract, after President Donald Trump suggested Amazon.com Inc should not win it.",Reuters,RUS-USA
2019-08-05,Drug industry urges Canada to act early on U.S. import plan,"Canada's main pharmaceutical lobby group has urged the government not to wait for drug shortages before responding to U.S. plans to import Canadian drugs, according to documents seen by Reuters.",Reuters,CAN-USA
2019-08-05,Takeaway.com and Just Eat agree merger terms,Amsterdam-based Takeaway.com and British rival Just Eat have finalised the terms of their deal to create a global food delivery company that can rival Uber Eats as the largest outside China.,Reuters,CHN-NLD
2019-08-05,U.S. stocks drop most since December,"U.S. stocks fell the most since December on Monday after China allowed its currency to weaken beyond a key threshold, signaling dimmer prospects for a de-escalation in U.S.-China trade tensions.",Reuters,CHN-USA
2019-08-05,Oil falls 3% as trade war concerns hit demand outlook,"Global oil benchmark Brent futures fell more than 3% on Monday on global growth concerns after U.S. President Donald Trump last week threatened China with more tariffs, which could limit crude demand from the world's two biggest buyers.",Reuters,CHN-USA
2019-08-05,"U.S. Fed's Brainard, George monitoring stock market rout",Federal Reserve officials said they were monitoring the U.S. stock market rout on Monday as they assess how renewed trade tensions between the United States and China may impact the economy and the course of monetary policy.,Reuters,CHN-USA
2019-08-05,Trade worries sink stocks as yuan slides to a decade low,Stock markets around the world fell hard on Monday on fears that China's willingness to let the yuan slide in response to the latest U.S. tariff threat could further aggravate trade-related tensions between the world's two largest economies.,Reuters,CHN-USA
2019-08-05,S&P 500 futures fall after U.S. Treasury calls China currency manipulator,S&P 500 futures dropped 1.2% late on Monday after the U.S. Treasury Department labeled China as a currency manipulator.,Reuters,CHN-JPN
2019-08-06,Exclusive: Airbus plans A321 Toulouse expansion in traces of axed superjumbo,"Airbus is poised to open a new assembly line for the A321neo in Toulouse, France, easing a grip on production of the hot-selling jetliner enjoyed by workers in Germany and accelerating an industrial rethink caused by the demise of the much larger A380.",Reuters,DEU-FRA
2019-08-06,More flexible yuan could be positive for China's credit rating: Fitch,"A freer-floating yuan could be a positive for China’s sovereign credit rating, agency Fitch said on Tuesday, by helping preserve its foreign exchange reserves and cushioning some of the negative effects of U.S. trade tariffs.",Reuters,CHN-USA
2019-08-06,Trump still wants trade deal with China: adviser,"U.S. President Donald Trump wants to continue trade talks with China and the Trump administration is still planning to host a Chinese delegation for further talks in September, a top White House adviser said on Tuesday.",Reuters,CHN-USA
2019-08-06,Trump vows to help farmers as China halts U.S. agricultural purchases,"U.S. President Donald Trump on Tuesday vowed to protect American farmers against China by signaling to provide further aid if needed, a day after Chinese firms stopped agricultural purchases and Beijing threatened more tariffs on U.S. farm products.",Reuters,CHN-USA
2019-08-06,Brent oil in bear market as China-U.S. trade tensions mount,"Oil prices fell more than 1% on Tuesday, with Brent crude settling near seven-month lows below $60 a barrel as trade tensions between the U.S. and China intensified worries about weakening global demand.",Reuters,CHN-USA
2019-08-06,China to unveil special tax policy in Shanghai Free Trade Zone,"China said on Tuesday it will implement a special tax policy in the newly expanded Shanghai Free Trade Zone, in a bid to promote free trade as Beijing's year-long trade dispute with Washington threatened to escalate into a full-blown economic war.",Reuters,CHN-USA
2019-08-06,Explainer: U.S. branding of China as currency manipulator offers few new remedies,"Formally declaring China a currency manipulator may scratch a long-term itch for U.S. President Donald Trump, but the move provides few new tools that have not already been employed in two years of trade negotiations with Beijing.",Reuters,CHN-USA
2019-08-06,Walmart says Mexico same-store sales rise 2.2% in July,"Walmart de Mexico, Mexico's biggest retailer, said on Tuesday that sales at stores open for more than a year in Mexico rose by 2.2% in July compared to the same month last year.",Reuters,CHN-MEX
2019-08-06,Cramer Remix: Tariffs will not send the US into recession,Jim Cramer explains why the health of the U.S. economy is not entirely dependent on a deal with China.,CNBC,CHN-USA
2019-08-06,China's Tencent talking to Vivendi about stake in Lady Gaga's label,"China's Tencent Holdings Ltd is in talks to buy up to 20% of Universal Music Group (UMG) from Vivendi SA , valuing the music label of Lady Gaga, Ariana Grande and the Beatles at around 30 billion euros ($34 billion), as both firms look to expand in a recovering global music market.",Reuters,CHN-JPN
2019-08-07,Silver lining to U.S. market sell-off: Fundamentals still seem to matter,"U.S. companies posting strong earnings are still winning laurels from investors, even amid the broad stock sell-off over the last week, suggesting that the kind of indiscriminate selling seen the last time an apparent devaluation of China's yuan spooked global markets is far from imminent.",Reuters,CHN-USA
2019-08-07,Wall Street climbs more than 1% after China moves on yuan,"U.S. stocks jumped more than 1 percent on Tuesday, bouncing back from a sharp sell-off the previous day as China stepped in to stabilize the yuan, easing concerns that currencies would be the next weapon in the U.S.-China trade war.",Reuters,CHN-USA
2019-08-07,"Oil dives nearly 5% to seven-month low on surprise U.S. stock build, trade war","Oil prices tumbled more than 4.5% on Wednesday to a seven-month low, extending recent heavy losses following a surprise build in U.S. crude stockpiles and fears that demand will shrink due to Washington's escalating trade war with Beijing.",Reuters,CHN-USA
2019-08-07,Trump says China is 'killing us with unfair trade deals',"U.S. President Donald Trump on Wednesday said his tough stance on China's economic and trade policies would ultimately benefit the American economy, even as Beijing signaled it could strike back by curbing sales of chemicals known as rare earths that are used in everything from iPhones to military equipment.",Reuters,CHN-USA
2019-08-07,Bayer says next glyphosate lawsuit likely to be postponed,Germany's Bayer said the next U.S. lawsuit scheduled to be heard over claims that its glyphosate-based weedkiller Roundup causes cancer would likely be postponed.,Reuters,DEU-USA
2019-08-07,Exclusive: China warns India of 'reverse sanctions' if Huawei is blocked - sources,"China has told India not to block its Huawei Technologies [HWT.UL] from doing business in the country, warning there could be consequences for Indian firms operating in China, sources with knowledge of the matter said.",Reuters,CHN-IND
2019-08-07,"Saudi, Abu Dhabi showing 'high interest' in investing in VF2: SoftBank's Son","SoftBank Group Corp founder and CEO Masayoshi Son said on Wednesday Saudi Arabia and Abu Dhabi are showing ""high interest"" in investing in the second Vision Fund.",Reuters,ARE-SAU
2019-08-07,Tesla considers raising prices in China from September: sources,"U.S. electric vehicle maker Tesla Inc is considering lifting its prices in China from September amid yuan-related uncertainty, two people familiar with the matter said.",Reuters,CHN-USA
2019-08-08,"South Korea boycott hitting sales of Japan's Uniqlo, company says","A boycott on Japanese goods in South Korea has had an impact on casual clothing chain Uniqlo's sales in the country, the company said on Friday, highlighting the widening economic hit from a diplomatic row over Tokyo's wartime role.",Reuters,JPN-KOR
2019-08-08,"Exclusive: Iraq close to pipeline deal with BP and Eni, rather than Exxon - sources","Iraq is close to reaching a deal with oil majors BP and Eni for an export pipeline project that was initially planned as part of a mega-deal with U.S. energy giant ExxonMobil, according to five senior Iraqi oil officials involved in the negotiations.",Reuters,IRQ-USA
2019-08-09,"Farm equipment maker Deere's dealers reel from trade war, bad weather","When China announced this week that it had stopped buying U.S. agricultural products and might impose additional tariffs on farm shipments from America, Dave Schmidt braced for another blow to his business.",Reuters,CHN-USA
2019-08-09,"Beyond Meat shelves plans for Japan push, Mitsui says","Beyond Meat Inc has shelved plans to enter Japan, according to a Japan-based investor, focusing more on the U.S. market where it recently bolstered funding to fuel an expansion and beat out emerging faux-meat rivals.",Reuters,JPN-USA
2019-08-09,"Trump roils markets with comments on China trade, Huawei","U.S. President Donald Trump on Friday said he was not ready to make a deal with China and even called a September round of trade talks into question, reviving concerns on financial markets that the bilateral dispute is unlikely to end anytime soon.",Reuters,CHN-USA
2019-08-09,Timeline: Key dates in the U.S.-China trade war,"Hopes for an early settlement of the yearlong U.S.-China trade war dimmed this week after the United States accused China of manipulating its currency, and U.S. President Donald Trump said he would not make a deal with Beijing for now.",Reuters,CHN-USA
2019-08-10,Mexican banks report failures in processing card payments,Several of Mexico's largest banks reported on Saturday that they were experiencing problems processing debit and credit card payments while some shops in the capital informed customers that they would only accept cash payments.,Reuters,CHN-MEX
2019-08-11,Volatility in China's yuan due to escalating U.S. trade friction: PBOC official,"Volatility in China's yuan since August is a normal market reaction to escalating trade frictions stoked by the United States and was caused, to some extent, by Washington's decision to raise tariffs, a senior Chinese central bank official said.",Reuters,CHN-USA
2019-08-12,"Reliance-Microsoft cloud tie-up poses threat to Amazon, Google in India","India's Reliance Industries Ltd on Monday announced a partnership with Microsoft's Azure cloud platform, in a move that deepens the offerings of its Jio telecoms unit while posing a direct challenge to rival cloud services providers such as Amazon.com and Alphabet's Google .",Reuters,IND-JPN
2019-08-13,"As Barneys struggles, fashion vendors try on alternative channels","When fashion label Prada started demanding greater control over shop floor arrangements in U.S. department stores, Barneys New York, now mired in bankruptcy proceedings, was one of the few with enough swagger to resist.",Reuters,JPN-USA
2019-08-13,Cramer Remix: A surprise beneficiary of Trump's tariff delay,Jim Cramer breaks down how the banks are impacted by US-China trade tensions.,CNBC,CHN-USA
2019-08-13,"Google, Facebook, Amazon to testify in U.S. against French digital tax","Alphabet Inc's Google unit, Facebook Inc and Amazon.com Inc are among the companies that will testify Monday at a U.S. government hearing on the French government's digital services tax.",Reuters,JPN-USA
2019-08-13,"GM, Ford planning for possible economic downturn: executives","The top two U.S. automakers are preparing for a possible economic downturn, the companies said on Tuesday, as an ongoing trade war between Washington and Beijing fuels fears of a global recession.",Reuters,CHN-USA
2019-08-14,What it would take for Trump to agree to a deal with China,"Suresh Tantia of Credit Suisse says the U.S. tariff delay was good news, but doesn't change the narrative. He also says American President Donald Trump will only agree to China's conditions for a deal if there's economic weakness in the U.S. or the S&P 500 corrects by more than 10%.",CNBC,CHN-USA
2019-08-14,"China's economy worsens in July, industrial growth at 17-year low as trade war escalates","China's economy stumbled more sharply than expected in July, with industrial output growth cooling to a more than 17-year low, as the intensifying U.S. trade war took a heavier toll on businesses and consumers.",Reuters,CHN-USA
2019-08-14,"StanChart eyes $100 billion private bank assets in growth push, to hire bankers","Standard Chartered is targeting growing its private banking assets by 50% to about $100 billion in three to five years and will hire dozens of bankers in Hong Kong and Singapore toward that goal, a senior executive of the lender said.",Reuters,HKG-SGP
2019-08-14,China requests removal of additional tariffs as per Osaka consensus: Global Times editor in chief,"China is asking that it and the United States remove all additional tariffs in line with a consensus reached between the two sides in Osaka, Japan, at the G20 summit at the end of June, the editor in chief of China's Global Times newspaper wrote on Wednesday.",Reuters,CHN-JPN
2019-08-14,"Anbang's Japan properties up for sale, Blackstone seen bidding: sources","China's troubled Anbang Insurance Group has put its $2.4 billion property portfolio in Japan up for sale and previous owner Blackstone Group is bidding, two people familiar with the company's plans said.",Reuters,CHN-JPN
2019-08-14,Trump officials see no Chinese concessions for tariff delays amid market rout,"China made no trade concessions after U.S. President Donald Trump postponed 10% tariffs on over $150 billion worth of Chinese imports, senior U.S. officials said on Wednesday, adding that talks aimed at resolving the trade fight would continue and markets should be patient.",Reuters,CHN-USA
2019-08-15,China says U.S. block on nuclear firms a 'misuse' of export controls,"A U.S. decision to stop China General Nuclear Power Corp (CGN) and its subsidiaries from dealing with U.S. companies was a misuse of export control measures and would harm both U.S. and Chinese firms, China's foreign ministry said.",Reuters,CHN-USA
2019-08-15,Trump says trade war with China will be fairly short,U.S. President Donald Trump said on Thursday he believes China wants to make a trade deal and the trade war with Beijing will be fairly short.,Reuters,CHN-USA
2019-08-15,Walmart's earnings beat allays worry over tariff impact for now,"U.S. retailer Walmart Inc reported strong second-quarter results and raised its earnings expectations for the year, temporarily sidestepping concerns around consumer demand in the wake of tariffs on imports from China.",Reuters,CHN-USA
2019-08-15,"Alibaba results beat estimates on cloud, e-commerce growth","China's Alibaba Group Holding Ltd reported better-than-expected quarterly revenue and profit on Thursday, aided by growth in its e-commerce and cloud computing businesses.",Reuters,CHN-RUS
2019-08-15,Trump says any trade deal with China must be on 'our terms': radio interview,"Any trade deal the United States makes with China must be on U.S. terms, Donald Trump said on Thursday, as Beijing prepared to take countermeasures in response to the Republican U.S. president's latest tariffs on $300 billion of Chinese imports.",Reuters,CHN-USA
2019-08-15,WTO paves way for China to seek sanctions against U.S.,"The World Trade Organization (WTO) on Thursday adopted final findings against U.S. duties imposed on a range of Chinese imports, effectively giving Beijing a green light to seek compensatory sanctions.",Reuters,CHN-USA
2019-08-16,U.S. surfboard makers not so stoked about China tariffs,"President Donald Trump's decision to slap 10% tariffs on imported surfboards convinced surf executive Sue Bowers to move factory jobs out of China - but not back to the United States, which was one goal of Trump's tariffs.",Reuters,CHN-USA
2019-08-17,Exclusive: U.S. set to give Huawei another 90 days to buy from American suppliers - sources,"The U.S. Commerce Department is expected to extend a reprieve given to Huawei Technologies that permits the Chinese firm to buy supplies from U.S. companies so that it can service existing customers, two sources familiar with the situation said.",Reuters,CHN-USA
2019-08-19,"Japan's exports slip for eighth month, sales to China drop as recession fears grow","Japan's exports slipped for an eighth month in July, while manufacturers' confidence turned negative for the first time in over six years as China-bound sales slumped again in a fresh sign the Sino-U.S. trade war could tip the economy into recession.",Reuters,CHN-JPN
2019-08-19,Uber appoints new UK boss as London licence renewal nears,"Uber appointed a new boss for Britain and Ireland on Monday just over a month before its licence expires in London, one of its most important global markets where the regulator has previously stripped it of its right to operate.",Reuters,GBR-IRL
2019-08-19,U.S. President Trump does not want to do business with China's Huawei,U.S. President Donald Trump on Sunday said he did not want the United States to do business with China's Huawei even as the administration weighs whether to extend a grace period for the company.,Reuters,CHN-USA
2019-08-19,"Trump 'not ready' for China trade deal, dismisses recession fears","U.S. President Donald Trump and top White House officials dismissed concerns that economic growth may be faltering, saying on Sunday they saw little risk of recession despite a volatile week on global bond markets, and insisting their trade war with China was doing no damage to the United States.",Reuters,CHN-USA
2019-08-19,U.S. grants Huawei another 90 days to buy from American suppliers,"The United States will extend a reprieve that permits China's Huawei Technologies to buy components from U.S. companies to supply existing customers, the Commerce Department said on Monday, but it also moved to add more than 40 of Huawei's units to its economic blacklist.",Reuters,CHN-USA
2019-08-19,U.S. tech industry leaders: French digital service tax harms global tax reform,Major tech firms and U.S. tech industry groups said on Monday that France's new digital services tax undermines the global tax regime and multilateral efforts to reform it.,Reuters,FRA-USA
2019-08-19,Japan Inc backs Abe's tough trade stance vs South Korea amid row: Reuters poll,"Japanese companies broadly support Prime Minister Shinzo Abe's tough trade stance against South Korea, a Reuters poll found.",Reuters,JPN-KOR
2019-08-20,Trump looking at possible tax cuts amid economic jitters,"President Donald Trump said on Tuesday his administration was considering potential tax cuts on wages as well as profits from asset sales, and sought to play down market anxieties that the world's top economy could be heading for a recession.",Reuters,CHN-USA
2019-08-20,'You prepare for war': how one U.S. firm tried escaping Trump's China tariffs,"When Larry Sloven heard last year that U.S. tariffs threatened his China electronics business, he knew that setting up shop elsewhere would be a slog rather than an adventure.",Reuters,CHN-USA
2019-08-20,"Home Depot beats quarterly profit estimates, warns of tariff impact","Home Depot Inc beat quarterly profit estimates on Tuesday as it sold more big-ticket items to high-spending builders and handymen, while flagging the potential impact of U.S. President Donald Trump's ongoing trade tussle with China on consumers.",Reuters,CHN-USA
2019-08-20,Huawei founder details 'battle mode' reform plan to beat U.S. crisis,"China's Huawei will spend more on production equipment this year to ensure supply continuity, cut redundant roles and demote inefficient managers as its grapples with a ""live-or-die moment"" in the wake of U.S. export curbs, founder Ren Zhengfei said.",Reuters,CHN-USA
2019-08-20,Disney to take on Netflix as streaming war heats up,"The crowded market for video streaming, currently dominated by Netflix Inc, is expected to heat up further as Walt Disney Co rolls out its Disney+ service on Nov. 12 in the United States, Canada and the Netherlands.",Reuters,CAN-NLD
2019-08-20,"Disney streaming service to launch in Canada, Netherlands in November","Walt Disney Co said on Monday it will launch its Disney+ video streaming service in Canada and the Netherlands on Nov. 12, the same date as its previously announced United States launch.",Reuters,CAN-USA
2019-08-20,Pompeo: 'No mixed messages' from U.S. on Huawei,"U.S. Secretary of State Mike Pompeo said on Tuesday the United States was not sending ""mixed messages"" on Huawei Technologies and he does not believe a U.S. blacklist of the Chinese telecommunications giant will block a trade deal with Beijing.",Reuters,CHN-USA
2019-08-21,"Citigroup, BNP caught up in U.S. case against Huawei CFO: documents","U.S.-based Citigroup Inc and French bank BNP Paribas are caught up in the U.S. criminal case against the chief financial officer of China's Huawei Technologies, according to newly available documents.",Reuters,CHN-USA
2019-08-21,Japan says gaps remain with U.S. on trade after 'very tough' talks,"Japanese Economy Minister Toshimitsu Motegi said on Wednesday there were still gaps that needed to be filled before Tokyo and Washington could agree on a bilateral trade deal and that negotiations with his U.S. counterpart were ""very tough.""",Reuters,JPN-USA
2019-08-21,Ryanair fails to stop UK pilots' strike but wins case in Ireland,"An Irish court granted an injunction on Wednesday to prevent Ryanair's Dublin-based pilots from going on strike, but the airline suffered a setback hours later when a London court rejected a similar application for its British pilots.",Reuters,GBR-IRL
